gene_ID,Name,moduleColor,MM,Mycobrowser Functional Category,GO-SLIM: biological_process,GO-SLIM: molecular_function
gene:Rv3145,nuoA,midnightblue,0.912081469,intermediary metabolism and respiration,generation of precursor metabolites and energy,"transmembrane transport, generation of precursor metabolites and energy, oxidoreductase activity, transporter activity"
gene:Rv3146,nuoB,midnightblue,0.923394219,intermediary metabolism and respiration,"transmembrane transport, generation of precursor metabolites and energy","transmembrane transport, generation of precursor metabolites and energy, oxidoreductase activity, transporter activity"
gene:Rv3147,nuoC,midnightblue,0.922624461,intermediary metabolism and respiration,generation of precursor metabolites and energy,"transmembrane transport, generation of precursor metabolites and energy, oxidoreductase activity, transporter activity"
gene:Rv3148,nuoD,midnightblue,0.921668796,intermediary metabolism and respiration,generation of precursor metabolites and energy,"transmembrane transport, generation of precursor metabolites and energy, oxidoreductase activity, transporter activity"
gene:Rv3149,nuoE,pink,0.794557347,intermediary metabolism and respiration,NA,oxidoreductase activity
gene:Rv3150,nuoF,pink,0.831893085,intermediary metabolism and respiration,generation of precursor metabolites and energy,"oxidoreductase activity, transmembrane transport, generation of precursor metabolites and energy, transporter activity"
gene:Rv3151,nuoG,pink,0.885670483,intermediary metabolism and respiration,generation of precursor metabolites and energy,"oxidoreductase activity, transmembrane transport, generation of precursor metabolites and energy, transporter activity"
gene:Rv3152,nuoH,pink,0.897678685,intermediary metabolism and respiration,generation of precursor metabolites and energy,oxidoreductase activity
gene:Rv3153,nuoI,pink,0.903438344,intermediary metabolism and respiration,generation of precursor metabolites and energy,oxidoreductase activity
gene:Rv3154,nuoJ,pink,0.887076879,intermediary metabolism and respiration,generation of precursor metabolites and energy,"transmembrane transport, generation of precursor metabolites and energy, oxidoreductase activity, transporter activity"
gene:Rv3155,nuoK,pink,0.899844417,intermediary metabolism and respiration,generation of precursor metabolites and energy,"transmembrane transport, generation of precursor metabolites and energy, oxidoreductase activity, transporter activity"
gene:Rv3156,nuoL,pink,0.935338111,intermediary metabolism and respiration,"transmembrane transport, generation of precursor metabolites and energy","oxidoreductase activity, transmembrane transport, generation of precursor metabolites and energy, transporter activity"
gene:Rv3157,nuoM,pink,0.930770823,intermediary metabolism and respiration,"transmembrane transport, generation of precursor metabolites and energy","oxidoreductase activity, transmembrane transport, generation of precursor metabolites and energy, transporter activity"
gene:Rv3158,nuoN,pink,0.919751896,intermediary metabolism and respiration,generation of precursor metabolites and energy,"transmembrane transport, generation of precursor metabolites and energy, oxidoreductase activity, transporter activity"
gene:Rv3159c,PPE53,green,0.634424853,PE/PPE,NA,NA
gene:Rv3160c,Rv3160c,green,0.582313164,regulatory proteins,"regulation of transcription, DNA-templated","regulation of transcription, DNA-templated, DNA binding"
gene:Rv3161c,Rv3161c,green,0.585325903,intermediary metabolism and respiration,NA,oxidoreductase activity
gene:Rv3162c,Rv3162c,darkgreen,0.586117255,cell wall and cell processes,NA,NA
gene:Rv3163c,Rv3163c,salmon,0.575864078,cell wall and cell processes,NA,NA
gene:Rv3164c,moxR3,cyan,0.620311223,regulatory proteins,NA,hydrolase activity
gene:Rv3165c,Rv3165c,darkmagenta,0.896039944,conserved hypotheticals,NA,NA
gene:Rv3166c,Rv3166c,cyan,0.74587159,conserved hypotheticals,NA,NA
gene:Rv3167c,Rv3167c,green,0.887636326,regulatory proteins,"regulation of transcription, DNA-templated","regulation of transcription, DNA-templated, DNA binding"
gene:Rv3168,Rv3168,purple,0.885774827,"virulence, detoxification, adaptation",NA,transferase activity
gene:Rv3169,Rv3169,ivory,0.858789358,conserved hypotheticals,NA,NA
gene:Rv3170,aofH,cyan,0.631671605,intermediary metabolism and respiration,NA,oxidoreductase activity
gene:Rv3171c,hpx,turquoise,0.013942729,"virulence, detoxification, adaptation",detoxification,"oxidoreductase activity, antioxidant activity"
gene:Rv3172c,Rv3172c,red,0.372525319,conserved hypotheticals,NA,NA
gene:Rv3173c,Rv3173c,salmon,0.446304323,regulatory proteins,"regulation of transcription, DNA-templated","regulation of transcription, DNA-templated, DNA binding"
gene:Rv3174,Rv3174,cyan,0.552162173,intermediary metabolism and respiration,NA,NA
gene:Rv3175,Rv3175,cyan,0.488976793,intermediary metabolism and respiration,NA,hydrolase activity
gene:Rv3176c,mesT,purple,0.785570105,"virulence, detoxification, adaptation",NA,hydrolase activity
gene:Rv3177,Rv3177,cyan,0.494459973,"virulence, detoxification, adaptation","lipid metabolic process, detoxification","hydrolase activity, oxidoreductase activity, antioxidant activity"
gene:Rv3178,Rv3178,cyan,0.344313558,conserved hypotheticals,NA,oxidoreductase activity
gene:Rv3179,Rv3179,green,0.764370922,conserved hypotheticals,NA,NA
gene:Rv3180c,Rv3180c,yellow,0.786893874,conserved hypotheticals,NA,NA
gene:Rv3181c,Rv3181c,yellow,0.75413411,conserved hypotheticals,NA,NA
gene:Rv3182,Rv3182,yellow,0.666262132,conserved hypotheticals,NA,NA
gene:Rv3183,Rv3183,lightcyan,0.133081755,regulatory proteins,NA,NA
gene:Rv3184,Rv3184,greenyellow,0.565310966,insertion seqs and phages,NA,NA
gene:Rv3185,Rv3185,greenyellow,0.87491682,insertion seqs and phages,NA,NA
gene:Rv3186,Rv3186,greenyellow,0.851700108,insertion seqs and phages,NA,NA
gene:Rv3187,Rv3187,greenyellow,0.750070827,insertion seqs and phages,NA,NA
gene:Rv3188,Rv3188,purple,0.880368088,conserved hypotheticals,NA,NA
gene:Rv3189,Rv3189,purple,0.848823955,conserved hypotheticals,NA,transferase activity
gene:Rv3190c,Rv3190c,orangered4,0.838540597,conserved hypotheticals,NA,NA
gene:Rv3190A,Rv3190A,midnightblue,0.557549621,conserved hypotheticals,NA,NA
gene:Rv3191c,Rv3191c,black,0.618532625,insertion seqs and phages,NA,"catalytic activity, acting on DNA"
gene:Rv3192,Rv3192,yellow,0.613746036,conserved hypotheticals,NA,oxidoreductase activity
gene:Rv3193c,Rv3193c,blue,0.570186548,cell wall and cell processes,NA,NA
gene:Rv3194c,Rv3194c,thistle2,0.863224857,cell wall and cell processes,protein catabolic process,"catalytic activity, acting on a protein, hydrolase activity"
gene:Rv3195,Rv3195,turquoise,0.575266731,conserved hypotheticals,NA,NA
gene:Rv3196,Rv3196,turquoise,0.362355057,conserved hypotheticals,NA,NA
gene:Rv3196A,Rv3196A,salmon,0.737653207,conserved hypotheticals,NA,NA
gene:Rv3197,Rv3197,turquoise,0.588154887,cell wall and cell processes,NA,NA
gene:Rv3197A,whiB7,green,0.571886165,regulatory proteins,"regulation of transcription, DNA-templated","DNA binding, catalytic activity, acting on a protein, oxidoreductase activity"
gene:Rv3198c,uvrD2,orange,0.807134299,information pathways,"DNA recombination, DNA repair","catalytic activity, acting on DNA, DNA binding, hydrolase activity"
gene:Rv3198A,Rv3198A,blue,0.744695188,intermediary metabolism and respiration,NA,NA
gene:Rv3199c,nudC,mediumpurple3,0.859001336,intermediary metabolism and respiration,nucleobase-containing small molecule metabolic process,"hydrolase activity, catalytic activity, acting on RNA"
gene:Rv3200c,Rv3200c,mediumpurple3,0.910565811,cell wall and cell processes,NA,NA
gene:Rv3201c,Rv3201c,turquoise,0.054081721,information pathways,"DNA recombination, DNA repair","catalytic activity, acting on DNA, DNA binding, hydrolase activity"
gene:Rv3202c,Rv3202c,turquoise,0.119697976,information pathways,"DNA recombination, DNA repair","catalytic activity, acting on DNA, DNA binding, hydrolase activity"
gene:Rv3203,lipV,green,0.772531317,intermediary metabolism and respiration,lipid metabolic process,"hydrolase activity, lipid binding"
gene:Rv3204,Rv3204,brown4,0.802667375,information pathways,DNA repair,transferase activity
gene:Rv3205c,Rv3205c,green,0.717163209,conserved hypotheticals,NA,NA
gene:Rv3206c,moeB1,green,0.808016289,intermediary metabolism and respiration,NA,NA
gene:Rv3207c,Rv3207c,magenta,0.636083043,conserved hypotheticals,NA,"catalytic activity, acting on a protein, hydrolase activity"
gene:Rv3208,Rv3208,lightcyan,0.567412872,regulatory proteins,"regulation of transcription, DNA-templated","regulation of transcription, DNA-templated, DNA binding"
gene:Rv3208A,TB9.4,blue,0.577234134,conserved hypotheticals,NA,NA
gene:Rv3209,Rv3209,lightyellow,0.913428931,conserved hypotheticals,NA,NA
gene:Rv3210c,Rv3210c,orangered4,0.770183029,conserved hypotheticals,NA,NA
gene:Rv3211,rhlE,brown,0.635068808,information pathways,"protein-containing complex assembly, ribosome biogenesis","RNA binding, catalytic activity, acting on RNA, hydrolase activity"
gene:Rv3212,Rv3212,brown,0.757566408,conserved hypotheticals,NA,NA
gene:Rv3213c,Rv3213c,lightyellow,0.729175473,cell wall and cell processes,NA,NA
gene:Rv3214,gpm2,red,0.212406855,intermediary metabolism and respiration,carbohydrate metabolic process,"isomerase activity, hydrolase activity"
gene:Rv3215,entC,orangered4,0.745194216,intermediary metabolism and respiration,NA,NA
gene:Rv3217c,Rv3217c,lightgreen,0.732828538,cell wall and cell processes,NA,NA
gene:Rv3218,Rv3218,brown,0.683038528,conserved hypotheticals,NA,transferase activity
gene:Rv3219,whiB1,turquoise,0.306864738,regulatory proteins,"regulation of transcription, DNA-templated","DNA binding, catalytic activity, acting on a protein, oxidoreductase activity"
gene:Rv3220c,Rv3220c,magenta,0.712292236,regulatory proteins,NA,NA
gene:Rv3221c,TB7.3,salmon,0.205663421,lipid metabolism,NA,NA
gene:Rv3221A,rshA,lightgreen,0.822709856,information pathways,"regulation of transcription, DNA-templated","regulation of transcription, DNA-templated"
gene:Rv3222c,Rv3222c,green,0.814912055,conserved hypotheticals,NA,NA
gene:Rv3223c,sigH,green,0.855696582,information pathways,"regulation of transcription, DNA-templated, transcription, DNA-templated","DNA binding, regulation of transcription, DNA-templated"
gene:Rv3224,Rv3224,lightsteelblue1,0.886892601,intermediary metabolism and respiration,NA,NA
gene:Rv3224A,Rv3224A,pink,0.83062444,conserved hypotheticals,NA,NA
gene:Rv3224B,Rv3224B,pink,0.811067587,conserved hypotheticals,tRNA metabolic process,"tRNA metabolic process, catalytic activity, acting on RNA, hydrolase activity"
gene:Rv3225c,Rv3225c,yellow,0.49582395,intermediary metabolism and respiration,carbohydrate derivative metabolic process,transferase activity
gene:Rv3226c,Rv3226c,purple,0.439129423,conserved hypotheticals,protein modification process,"DNA binding, catalytic activity, acting on a protein, hydrolase activity"
gene:Rv3227,aroA,turquoise,0.34829306,intermediary metabolism and respiration,cellular amino acid metabolic process,transferase activity
gene:Rv3228,Rv3228,turquoise,-0.082979361,conserved hypotheticals,NA,GTPase activity
gene:Rv3229c,desA3,saddlebrown,0.92900638,lipid metabolism,lipid metabolic process,oxidoreductase activity
gene:Rv3230c,Rv3230c,turquoise,0.422050269,intermediary metabolism and respiration,"generation of precursor metabolites and energy, lipid metabolic process","generation of precursor metabolites and energy, oxidoreductase activity"
gene:Rv3231c,Rv3231c,blue,0.753717563,conserved hypotheticals,NA,NA
gene:Rv3232c,ppk2,pink,0.726088196,intermediary metabolism and respiration,"protein modification process, carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process",transferase activity
gene:Rv3233c,Rv3233c,pink,0.846645709,lipid metabolism,lipid metabolic process,transferase activity
gene:Rv3234c,tgs3,magenta,0.793919986,lipid metabolism,"lipid metabolic process, carbohydrate metabolic process",transferase activity
gene:Rv3235,Rv3235,darkmagenta,0.752212361,conserved hypotheticals,NA,NA
gene:Rv3236c,Rv3236c,midnightblue,0.603578496,cell wall and cell processes,transmembrane transport,"transmembrane transport, transporter activity"
gene:Rv3237c,Rv3237c,darkgreen,0.826964663,conserved hypotheticals,transmembrane transport,"transmembrane transport, transporter activity"
gene:Rv3238c,Rv3238c,lightcyan1,0.829746796,cell wall and cell processes,NA,NA
gene:Rv3239c,Rv3239c,blue,-0.016077138,cell wall and cell processes,"lipid metabolic process, transmembrane transport","hydrolase activity, transmembrane transport, transporter activity"
gene:Rv3240c,secA1,grey60,0.512209415,cell wall and cell processes,"transmembrane transport, intracellular protein transport","hydrolase activity, transmembrane transport, transporter activity"
gene:Rv3241c,Rv3241c,darkgreen,0.779130296,information pathways,NA,NA
gene:Rv3242c,Rv3242c,red,0.524898017,conserved hypotheticals,NA,NA
gene:Rv3243c,Rv3243c,thistle1,0.770710312,conserved hypotheticals,NA,NA
gene:Rv3244c,lpqB,magenta,0.825598314,cell wall and cell processes,NA,NA
gene:Rv3245c,mtrB,pink,0.419959573,regulatory proteins,"signaling, intracellular, protein modification process","protein modification process, signaling, small molecule sensor activity, catalytic activity, acting on a protein, transferase activity"
gene:Rv3246c,mtrA,blue,0.539054216,regulatory proteins,"regulation of transcription, DNA-templated, protein modification process, signaling, intracellular","signaling, molecular transducer activity, DNA binding, regulation of transcription, DNA-templated"
gene:Rv3247c,tmk,darkgrey,0.747247912,intermediary metabolism and respiration,"carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process","nucleobase-containing small molecule metabolic process, transferase activity"
gene:Rv3248c,sahH,turquoise,0.125986767,intermediary metabolism and respiration,NA,NA
gene:Rv3249c,Rv3249c,turquoise,0.43383069,regulatory proteins,NA,DNA binding
gene:Rv3250c,rubB,turquoise,0.463547967,intermediary metabolism and respiration,generation of precursor metabolites and energy,"generation of precursor metabolites and energy, oxidoreductase activity"
gene:Rv3251c,rubA,turquoise,0.425784263,intermediary metabolism and respiration,generation of precursor metabolites and energy,"generation of precursor metabolites and energy, oxidoreductase activity"
gene:Rv3252c,alkB,turquoise,0.454272364,lipid metabolism,lipid metabolic process,oxidoreductase activity
gene:Rv3253c,Rv3253c,midnightblue,0.908792231,cell wall and cell processes,transmembrane transport,"transmembrane transport, transporter activity"
gene:Rv3254,Rv3254,salmon,0.715441237,conserved hypotheticals,NA,NA
gene:Rv3255c,manA,pink,0.652617791,intermediary metabolism and respiration,"carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, carbohydrate metabolic process",isomerase activity
gene:Rv3256c,Rv3256c,lightsteelblue1,0.823346171,conserved hypotheticals,carbohydrate derivative metabolic process,NA
gene:Rv3257c,pmmA,brown,0.752989412,intermediary metabolism and respiration,"carbohydrate derivative metabolic process, lipid metabolic process, carbohydrate metabolic process",isomerase activity
gene:Rv3258c,Rv3258c,magenta,0.830522101,conserved hypotheticals,NA,NA
gene:Rv3259,Rv3259,red,0.081283937,conserved hypotheticals,NA,NA
gene:Rv3260c,whiB2,darkred,0.346403307,regulatory proteins,"regulation of transcription, DNA-templated","DNA binding, catalytic activity, acting on a protein, oxidoreductase activity"
gene:Rv3261,fbiA,thistle2,0.787278147,intermediary metabolism and respiration,"carbohydrate derivative metabolic process, carbohydrate metabolic process",transferase activity
